order_id,order_date,product_name,category,quantity,unit_price,discount,region,customer_segment
1661,2025-02-15,Air Purifier,Home,3,135.19,0.1,LATAM,Home Office
1662,2025-02-15,LED Desk Lamp,Home,3,280.57,0.15,Europe,Corporate
1663,2025-02-16,Camping Tent,Sports,2,21.3,0.15,North America,Consumer
1664,2025-02-16,Wool Sweater,Clothing,4,45.61,0.05,LATAM,Corporate
1665,2025-02-16,Running Shoes,Clothing,2,72.53,0.0,APAC,Premium
1666,2025-02-16,Cotton T-Shirt,Clothing,1,85.66,0.15,APAC,Corporate
1667,2025-02-16,iPhone 15,Electronics,4,577.49,0.2,APAC,Consumer
1668,2025-02-16,LED Desk Lamp,Home,2,238.62,0.1,Europe,Premium
1669,2025-02-16,iPhone 15,Electronics,2,880.1,0.15,APAC,Consumer
1670,2025-02-16,Sleeping Bag,Sports,1,163.57,0.0,North America,Corporate
1671,2025-02-16,Standing Desk,Home,1,174.97,0.15,LATAM,Premium
1672,2025-02-16,Wool Sweater,Clothing,4,79.97,0.1,Europe,Corporate
1673,2025-02-16,Yoga Mat,Sports,1,28.48,0.15,Europe,Consumer
1674,2025-02-16,Cotton T-Shirt,Clothing,3,44.32,0.1,Europe,Home Office
1675,2025-02-16,Dumbbell Set,Sports,1,48.81,0.15,North America,Consumer
1676,2025-02-16,Bluetooth Speaker,Electronics,1,707.2,0.05,LATAM,Premium
1677,2025-02-16,Air Purifier,Home,1,124.47,0.15,North America,Premium
1678,2025-02-16,Air Purifier,Home,2,123.16,0.0,LATAM,Home Office
1679,2025-02-17,Ergonomic Chair,Home,3,169.98,0.0,LATAM,Corporate
1680,2025-02-17,Ergonomic Chair,Home,1,279.65,0.0,APAC,Home Office
1681,2025-02-17,Air Purifier,Home,1,86.18,0.0,LATAM,Corporate
1682,2025-02-17,Camping Tent,Sports,1,147.03,0.0,LATAM,Corporate
1683,2025-02-17,Smartwatch Ultra,Electronics,2,978.25,0.2,APAC,Home Office
1684,2025-02-17,Air Purifier,Home,3,338.34,0.0,APAC,Premium
1685,2025-02-17,Cotton T-Shirt,Clothing,1,51.06,0.05,Europe,Corporate
1686,2025-02-17,Tennis Racket,Sports,1,67.61,0.05,North America,Home Office
1687,2025-02-17,Yoga Mat,Sports,2,103.55,0.0,Europe,Corporate
1688,2025-02-17,Bluetooth Speaker,Electronics,3,600.32,0.0,LATAM,Consumer
1689,2025-02-18,iPhone 15,Electronics,1,1149.16,0.2,APAC,Consumer
1690,2025-02-18,Tennis Racket,Sports,4,110.48,0.05,Europe,Corporate
1691,2025-02-18,Dumbbell Set,Sports,4,126.6,0.05,North America,Home Office
1692,2025-02-18,Standing Desk,Home,2,80.26,0.1,North America,Consumer
1693,2025-02-18,MacBook Air,Electronics,1,583.71,0.05,LATAM,Corporate
1694,2025-02-18,Coffee Maker,Home,2,277.52,0.0,LATAM,Home Office
1695,2025-02-18,Air Purifier,Home,2,84.24,0.05,North America,Home Office
1696,2025-02-18,Standing Desk,Home,2,98.81,0.2,APAC,Consumer
1697,2025-02-18,Smartwatch Ultra,Electronics,4,1170.16,0.0,APAC,Corporate
1698,2025-02-18,Leather Jacket,Clothing,3,75.31,0.1,North America,Consumer
1699,2025-02-18,Air Purifier,Home,2,98.74,0.0,Europe,Premium
1700,2025-02-18,Wool Sweater,Clothing,3,113.4,0.2,North America,Corporate
1701,2025-02-18,Leather Jacket,Clothing,1,99.27,0.15,Europe,Consumer
1702,2025-02-18,iPhone 15,Electronics,4,295.77,0.15,LATAM,Premium
1703,2025-02-18,iPhone 15,Electronics,4,562.76,0.0,LATAM,Corporate
1704,2025-02-18,iPad Pro,Electronics,2,851.62,0.1,North America,Home Office
1705,2025-02-19,Sleeping Bag,Sports,1,103.9,0.0,LATAM,Home Office
1706,2025-02-19,Dumbbell Set,Sports,2,162.48,0.0,Europe,Consumer
1707,2025-02-19,Dumbbell Set,Sports,2,171.03,0.2,LATAM,Corporate
1708,2025-02-19,Dumbbell Set,Sports,2,189.36,0.0,North America,Home Office
1709,2025-02-19,iPad Pro,Electronics,3,1117.04,0.05,Europe,Consumer
1710,2025-02-19,Smartwatch Ultra,Electronics,2,1045.38,0.0,North America,Premium
1711,2025-02-19,Denim Jeans,Clothing,4,97.0,0.1,North America,Home Office
1712,2025-02-19,Air Purifier,Home,3,101.74,0.0,LATAM,Home Office
1713,2025-02-19,MacBook Air,Electronics,3,472.52,0.15,APAC,Premium
1714,2025-02-19,Dumbbell Set,Sports,2,28.13,0.1,APAC,Consumer
1715,2025-02-19,MacBook Air,Electronics,2,624.9,0.0,LATAM,Home Office
1716,2025-02-19,iPhone 15,Electronics,4,1033.15,0.0,APAC,Home Office
1717,2025-02-19,MacBook Air,Electronics,3,1086.35,0.2,North America,Home Office
1718,2025-02-19,LED Desk Lamp,Home,4,166.02,0.15,LATAM,Consumer
1719,2025-02-19,iPhone 15,Electronics,4,687.48,0.0,North America,Home Office
1720,2025-02-19,LED Desk Lamp,Home,2,184.09,0.15,Europe,Home Office
1721,2025-02-19,Yoga Mat,Sports,3,18.67,0.2,LATAM,Premium
1722,2025-02-19,Camping Tent,Sports,3,197.75,0.05,North America,Home Office
1723,2025-02-20,Leather Jacket,Clothing,3,139.56,0.2,Europe,Premium
1724,2025-02-20,Smartwatch Ultra,Electronics,1,712.09,0.1,APAC,Premium
1725,2025-02-20,Denim Jeans,Clothing,1,43.48,0.05,APAC,Corporate
1726,2025-02-20,iPhone 15,Electronics,3,869.03,0.1,North America,Premium
1727,2025-02-20,Air Purifier,Home,2,221.02,0.0,Europe,Consumer
1728,2025-02-20,Ergonomic Chair,Home,3,121.42,0.0,LATAM,Consumer
1729,2025-02-20,Camping Tent,Sports,4,27.4,0.1,Europe,Consumer
1730,2025-02-20,Tennis Racket,Sports,4,87.57,0.0,Europe,Consumer
1731,2025-02-20,iPad Pro,Electronics,3,262.1,0.05,APAC,Premium
1732,2025-02-20,Air Purifier,Home,2,268.07,0.0,North America,Premium
1733,2025-02-20,Dumbbell Set,Sports,3,103.27,0.1,Europe,Home Office
1734,2025-02-20,Coffee Maker,Home,3,149.19,0.15,North America,Consumer
1735,2025-02-21,Air Purifier,Home,2,152.83,0.05,Europe,Consumer
1736,2025-02-21,Camping Tent,Sports,3,63.18,0.0,North America,Consumer
1737,2025-02-21,Leather Jacket,Clothing,1,106.6,0.15,Europe,Consumer
1738,2025-02-21,Denim Jeans,Clothing,4,79.99,0.0,LATAM,Corporate
1739,2025-02-21,Smartwatch Ultra,Electronics,4,300.62,0.15,Europe,Consumer
1740,2025-02-21,Leather Jacket,Clothing,3,31.78,0.0,North America,Consumer
1741,2025-02-21,Cotton T-Shirt,Clothing,2,143.69,0.2,APAC,Home Office
1742,2025-02-21,Smartwatch Ultra,Electronics,2,634.48,0.0,North America,Premium
1743,2025-02-21,Bluetooth Speaker,Electronics,4,573.29,0.2,APAC,Home Office
1744,2025-02-21,Bluetooth Speaker,Electronics,1,626.83,0.05,North America,Corporate
1745,2025-02-21,LED Desk Lamp,Home,2,274.3,0.0,LATAM,Corporate
1746,2025-02-21,Standing Desk,Home,4,201.32,0.15,North America,Consumer
1747,2025-02-22,Wool Sweater,Clothing,3,122.71,0.0,Europe,Premium
1748,2025-02-22,Yoga Mat,Sports,3,196.05,0.2,Europe,Home Office
1749,2025-02-22,Ergonomic Chair,Home,1,201.25,0.2,APAC,Consumer
1750,2025-02-22,Bluetooth Speaker,Electronics,1,1001.14,0.1,Europe,Premium
1751,2025-02-22,Coffee Maker,Home,1,88.67,0.05,APAC,Premium
1752,2025-02-22,iPad Pro,Electronics,3,657.57,0.0,Europe,Home Office
1753,2025-02-22,Denim Jeans,Clothing,4,82.77,0.15,LATAM,Premium
1754,2025-02-22,LED Desk Lamp,Home,1,242.72,0.2,LATAM,Corporate
1755,2025-02-22,Yoga Mat,Sports,3,147.39,0.0,LATAM,Corporate
1756,2025-02-22,Standing Desk,Home,3,295.86,0.1,North America,Corporate
1757,2025-02-22,MacBook Air,Electronics,3,783.45,0.05,Europe,Consumer
1758,2025-02-22,Dumbbell Set,Sports,2,81.14,0.0,APAC,Consumer
1759,2025-02-22,iPad Pro,Electronics,4,250.21,0.05,APAC,Corporate
1760,2025-02-22,Wool Sweater,Clothing,2,143.58,0.2,APAC,Home Office
1761,2025-02-23,MacBook Air,Electronics,1,523.48,0.2,APAC,Corporate
1762,2025-02-23,Denim Jeans,Clothing,1,81.78,0.0,APAC,Consumer
1763,2025-02-23,Cotton T-Shirt,Clothing,3,109.95,0.2,Europe,Home Office
1764,2025-02-23,Dumbbell Set,Sports,2,106.5,0.05,North America,Corporate
1765,2025-02-23,Leather Jacket,Clothing,3,54.65,0.0,Europe,Premium
1766,2025-02-23,Air Purifier,Home,1,168.12,0.05,APAC,Corporate
1767,2025-02-23,Air Purifier,Home,1,162.2,0.0,LATAM,Home Office
1768,2025-02-23,Coffee Maker,Home,3,381.43,0.05,APAC,Home Office
1769,2025-02-23,Leather Jacket,Clothing,3,70.16,0.05,LATAM,Home Office
1770,2025-02-23,Wool Sweater,Clothing,3,86.99,0.1,North America,Premium
1771,2025-02-23,Wool Sweater,Clothing,1,126.28,0.15,APAC,Consumer
1772,2025-02-23,Sleeping Bag,Sports,2,171.1,0.2,Europe,Home Office
1773,2025-02-23,Air Purifier,Home,4,227.29,0.1,North America,Premium
1774,2025-02-23,iPhone 15,Electronics,4,1108.51,0.0,North America,Home Office
1775,2025-02-24,Standing Desk,Home,1,87.85,0.1,North America,Home Office
1776,2025-02-24,Tennis Racket,Sports,4,154.47,0.0,North America,Corporate
1777,2025-02-24,Smartwatch Ultra,Electronics,1,955.98,0.15,APAC,Consumer
1778,2025-02-24,Smartwatch Ultra,Electronics,1,309.37,0.0,APAC,Home Office
1779,2025-02-24,Wool Sweater,Clothing,3,54.37,0.15,North America,Home Office
1780,2025-02-24,Camping Tent,Sports,4,96.05,0.0,APAC,Corporate
1781,2025-02-24,Bluetooth Speaker,Electronics,3,710.05,0.0,APAC,Home Office
1782,2025-02-24,Yoga Mat,Sports,1,171.58,0.1,Europe,Home Office
1783,2025-02-24,LED Desk Lamp,Home,1,187.41,0.0,LATAM,Premium
1784,2025-02-24,Dumbbell Set,Sports,2,137.13,0.05,LATAM,Consumer
1785,2025-02-24,Denim Jeans,Clothing,4,105.61,0.05,Europe,Corporate
1786,2025-02-24,iPad Pro,Electronics,2,474.41,0.0,North America,Consumer
1787,2025-02-24,Standing Desk,Home,4,224.58,0.2,North America,Consumer
1788,2025-02-24,Yoga Mat,Sports,2,139.95,0.05,LATAM,Home Office
1789,2025-02-24,Cotton T-Shirt,Clothing,2,84.01,0.1,LATAM,Home Office
1790,2025-02-24,Standing Desk,Home,3,385.11,0.0,APAC,Premium
1791,2025-02-24,Tennis Racket,Sports,3,115.78,0.1,LATAM,Corporate
1792,2025-02-24,Ergonomic Chair,Home,1,295.11,0.0,Europe,Consumer
1793,2025-02-25,iPad Pro,Electronics,3,560.91,0.2,APAC,Premium
1794,2025-02-25,Ergonomic Chair,Home,4,177.33,0.0,LATAM,Home Office
1795,2025-02-25,Yoga Mat,Sports,2,33.38,0.2,APAC,Consumer
1796,2025-02-25,Leather Jacket,Clothing,3,32.71,0.0,LATAM,Consumer
1797,2025-02-25,Sleeping Bag,Sports,4,23.26,0.0,Europe,Home Office
1798,2025-02-25,Coffee Maker,Home,1,271.68,0.1,Europe,Corporate
1799,2025-02-25,Bluetooth Speaker,Electronics,2,602.89,0.05,LATAM,Home Office
1800,2025-02-25,Air Purifier,Home,3,368.9,0.0,APAC,Home Office
1801,2025-02-25,Standing Desk,Home,4,306.24,0.0,Europe,Corporate
1802,2025-02-25,Coffee Maker,Home,2,160.27,0.1,Europe,Home Office
1803,2025-02-25,LED Desk Lamp,Home,2,283.47,0.0,North America,Home Office
1804,2025-02-25,Air Purifier,Home,1,323.97,0.15,LATAM,Corporate
1805,2025-02-25,LED Desk Lamp,Home,3,276.73,0.15,LATAM,Consumer
1806,2025-02-25,MacBook Air,Electronics,1,521.65,0.0,North America,Corporate
1807,2025-02-25,Smartwatch Ultra,Electronics,4,679.44,0.0,APAC,Home Office
1808,2025-02-25,LED Desk Lamp,Home,4,163.1,0.0,North America,Home Office
1809,2025-02-25,Sleeping Bag,Sports,4,92.99,0.2,North America,Corporate
1810,2025-02-25,Denim Jeans,Clothing,4,125.51,0.05,LATAM,Premium
1811,2025-02-25,MacBook Air,Electronics,4,356.95,0.0,North America,Home Office
1812,2025-02-25,Smartwatch Ultra,Electronics,2,959.4,0.0,LATAM,Corporate
1813,2025-02-26,Standing Desk,Home,1,96.03,0.0,North America,Corporate
1814,2025-02-26,Running Shoes,Clothing,3,60.62,0.15,Europe,Premium
1815,2025-02-26,Air Purifier,Home,1,211.13,0.2,Europe,Corporate
1816,2025-02-26,iPad Pro,Electronics,1,244.28,0.0,LATAM,Premium
1817,2025-02-26,LED Desk Lamp,Home,4,62.78,0.0,Europe,Consumer
1818,2025-02-26,Coffee Maker,Home,4,182.49,0.0,North America,Premium
1819,2025-02-26,Ergonomic Chair,Home,2,126.17,0.2,LATAM,Corporate
1820,2025-02-26,iPad Pro,Electronics,1,1160.92,0.15,Europe,Home Office
1821,2025-02-26,Standing Desk,Home,3,371.4,0.1,Europe,Consumer
1822,2025-02-26,Smartwatch Ultra,Electronics,3,309.46,0.15,APAC,Premium
1823,2025-02-26,Yoga Mat,Sports,1,18.08,0.0,APAC,Consumer
1824,2025-02-26,Wool Sweater,Clothing,3,37.42,0.0,LATAM,Home Office
1825,2025-02-26,iPad Pro,Electronics,1,1187.34,0.1,LATAM,Premium
1826,2025-02-26,Running Shoes,Clothing,4,47.63,0.0,LATAM,Premium
1827,2025-02-26,Camping Tent,Sports,1,189.39,0.0,North America,Premium
1828,2025-02-26,Standing Desk,Home,1,123.46,0.15,Europe,Home Office
1829,2025-02-26,Bluetooth Speaker,Electronics,2,396.69,0.05,APAC,Premium
1830,2025-02-27,MacBook Air,Electronics,3,631.77,0.05,APAC,Corporate
1831,2025-02-27,Dumbbell Set,Sports,3,193.08,0.15,LATAM,Premium
1832,2025-02-27,Coffee Maker,Home,4,382.94,0.1,North America,Corporate
1833,2025-02-27,Leather Jacket,Clothing,2,125.28,0.2,Europe,Home Office
1834,2025-02-27,LED Desk Lamp,Home,4,391.68,0.15,North America,Corporate
1835,2025-02-27,Sleeping Bag,Sports,3,71.33,0.1,North America,Premium
1836,2025-02-27,Bluetooth Speaker,Electronics,3,932.92,0.05,North America,Home Office
1837,2025-02-27,iPad Pro,Electronics,1,829.99,0.15,North America,Home Office
1838,2025-02-27,Tennis Racket,Sports,4,154.35,0.2,LATAM,Premium
1839,2025-02-27,iPhone 15,Electronics,4,684.51,0.2,Europe,Premium
1840,2025-02-27,Dumbbell Set,Sports,2,15.09,0.05,Europe,Corporate
1841,2025-02-28,Running Shoes,Clothing,2,87.26,0.2,APAC,Premium
1842,2025-02-28,Wool Sweater,Clothing,1,111.19,0.0,APAC,Home Office
1843,2025-02-28,Ergonomic Chair,Home,1,50.9,0.2,Europe,Corporate
1844,2025-02-28,Smartwatch Ultra,Electronics,2,705.55,0.05,Europe,Corporate
1845,2025-02-28,Yoga Mat,Sports,1,33.6,0.1,North America,Consumer
1846,2025-02-28,Wool Sweater,Clothing,1,104.95,0.0,North America,Premium
1847,2025-02-28,MacBook Air,Electronics,3,342.29,0.0,North America,Consumer
1848,2025-02-28,Smartwatch Ultra,Electronics,4,235.73,0.0,Europe,Home Office
1849,2025-02-28,Tennis Racket,Sports,4,85.51,0.0,APAC,Premium
1850,2025-02-28,Denim Jeans,Clothing,3,107.85,0.2,LATAM,Premium
1851,2025-02-28,Coffee Maker,Home,4,208.68,0.05,APAC,Consumer
1852,2025-02-28,Ergonomic Chair,Home,2,174.2,0.0,APAC,Corporate
1853,2025-02-28,iPhone 15,Electronics,1,208.72,0.1,LATAM,Premium
1854,2025-02-28,Running Shoes,Clothing,2,59.38,0.15,Europe,Consumer
1855,2025-02-28,Yoga Mat,Sports,3,139.92,0.0,North America,Corporate
1856,2025-02-28,Cotton T-Shirt,Clothing,4,97.07,0.1,LATAM,Premium
1857,2025-02-28,Smartwatch Ultra,Electronics,4,412.09,0.05,LATAM,Home Office
1858,2025-02-28,Smartwatch Ultra,Electronics,3,326.5,0.1,Europe,Corporate
1859,2025-02-28,Yoga Mat,Sports,2,98.67,0.2,North America,Consumer
1860,2025-02-28,Tennis Racket,Sports,4,146.47,0.15,North America,Consumer
1861,2025-03-01,MacBook Air,Electronics,1,649.45,0.0,LATAM,Home Office
1862,2025-03-01,Denim Jeans,Clothing,1,129.97,0.05,Europe,Premium
1863,2025-03-01,Running Shoes,Clothing,4,62.5,0.15,North America,Corporate
1864,2025-03-01,Tennis Racket,Sports,4,171.63,0.1,Europe,Premium
1865,2025-03-01,Leather Jacket,Clothing,3,57.11,0.1,APAC,Home Office
1866,2025-03-01,Cotton T-Shirt,Clothing,1,44.14,0.0,Europe,Premium
1867,2025-03-01,Ergonomic Chair,Home,1,135.49,0.0,LATAM,Home Office
1868,2025-03-01,iPhone 15,Electronics,3,606.82,0.0,North America,Corporate
1869,2025-03-01,Sleeping Bag,Sports,4,55.94,0.0,Europe,Corporate
1870,2025-03-01,iPhone 15,Electronics,2,742.86,0.2,North America,Consumer
1871,2025-03-01,Air Purifier,Home,2,94.36,0.0,APAC,Home Office
1872,2025-03-01,iPad Pro,Electronics,3,1191.0,0.15,Europe,Corporate
1873,2025-03-01,Leather Jacket,Clothing,1,149.87,0.15,North America,Premium
1874,2025-03-01,Yoga Mat,Sports,2,180.51,0.0,APAC,Corporate
1875,2025-03-01,LED Desk Lamp,Home,4,384.43,0.0,APAC,Home Office
1876,2025-03-01,Cotton T-Shirt,Clothing,4,76.76,0.0,North America,Home Office
1877,2025-03-02,Air Purifier,Home,1,84.18,0.0,LATAM,Consumer
1878,2025-03-02,iPhone 15,Electronics,3,688.77,0.1,North America,Corporate
1879,2025-03-02,MacBook Air,Electronics,4,1014.61,0.0,LATAM,Home Office
1880,2025-03-02,Wool Sweater,Clothing,2,62.09,0.05,Europe,Consumer
1881,2025-03-02,Leather Jacket,Clothing,2,134.98,0.15,LATAM,Home Office
1882,2025-03-02,iPad Pro,Electronics,2,282.58,0.05,APAC,Premium
1883,2025-03-02,iPad Pro,Electronics,1,810.18,0.0,North America,Corporate
1884,2025-03-02,Running Shoes,Clothing,2,118.28,0.0,Europe,Consumer
1885,2025-03-02,Coffee Maker,Home,1,69.4,0.2,North America,Home Office
1886,2025-03-02,Yoga Mat,Sports,2,187.65,0.15,North America,Premium
1887,2025-03-03,Standing Desk,Home,3,303.5,0.0,North America,Consumer
1888,2025-03-03,Leather Jacket,Clothing,3,87.42,0.0,North America,Premium
1889,2025-03-03,Dumbbell Set,Sports,1,47.73,0.05,Europe,Corporate
1890,2025-03-03,Bluetooth Speaker,Electronics,1,370.15,0.15,Europe,Premium
1891,2025-03-03,Dumbbell Set,Sports,3,152.52,0.0,Europe,Home Office
1892,2025-03-03,Yoga Mat,Sports,3,109.42,0.0,North America,Consumer
1893,2025-03-03,iPad Pro,Electronics,3,273.36,0.0,North America,Consumer
1894,2025-03-03,Denim Jeans,Clothing,2,31.26,0.0,APAC,Corporate
1895,2025-03-03,Dumbbell Set,Sports,3,185.6,0.0,APAC,Consumer
1896,2025-03-03,Coffee Maker,Home,2,50.35,0.2,Europe,Home Office
1897,2025-03-03,Denim Jeans,Clothing,4,93.05,0.15,LATAM,Home Office
1898,2025-03-03,Dumbbell Set,Sports,4,100.49,0.0,LATAM,Corporate
1899,2025-03-03,MacBook Air,Electronics,1,612.54,0.15,North America,Consumer
1900,2025-03-03,Camping Tent,Sports,3,58.92,0.15,LATAM,Consumer
1901,2025-03-03,MacBook Air,Electronics,4,521.94,0.0,LATAM,Premium
1902,2025-03-03,Coffee Maker,Home,2,69.91,0.0,Europe,Consumer
1903,2025-03-04,Running Shoes,Clothing,2,41.42,0.15,LATAM,Consumer
1904,2025-03-04,Leather Jacket,Clothing,3,118.66,0.0,Europe,Corporate
1905,2025-03-04,Denim Jeans,Clothing,2,107.95,0.0,APAC,Consumer
1906,2025-03-04,Bluetooth Speaker,Electronics,4,264.29,0.0,Europe,Home Office
1907,2025-03-04,LED Desk Lamp,Home,2,370.2,0.2,Europe,Home Office
1908,2025-03-04,Coffee Maker,Home,3,75.73,0.2,Europe,Corporate
1909,2025-03-04,Running Shoes,Clothing,4,99.43,0.15,Europe,Corporate
1910,2025-03-04,Sleeping Bag,Sports,2,93.99,0.05,Europe,Consumer
1911,2025-03-04,Coffee Maker,Home,3,51.26,0.2,Europe,Corporate
1912,2025-03-04,Coffee Maker,Home,4,72.33,0.0,LATAM,Premium
1913,2025-03-04,Bluetooth Speaker,Electronics,1,642.15,0.05,LATAM,Home Office
1914,2025-03-04,iPad Pro,Electronics,1,289.54,0.0,LATAM,Premium
1915,2025-03-04,Leather Jacket,Clothing,1,112.07,0.2,LATAM,Home Office
1916,2025-03-04,Leather Jacket,Clothing,4,119.71,0.0,Europe,Home Office
1917,2025-03-04,Dumbbell Set,Sports,4,30.22,0.2,APAC,Home Office
1918,2025-03-04,Sleeping Bag,Sports,3,35.06,0.15,APAC,Corporate
1919,2025-03-05,Ergonomic Chair,Home,3,78.22,0.1,Europe,Consumer
1920,2025-03-05,Denim Jeans,Clothing,4,42.88,0.2,North America,Consumer
1921,2025-03-05,Cotton T-Shirt,Clothing,1,47.21,0.0,APAC,Premium
1922,2025-03-05,Bluetooth Speaker,Electronics,1,718.41,0.0,Europe,Home Office
1923,2025-03-05,Standing Desk,Home,2,167.95,0.0,North America,Home Office
1924,2025-03-05,Camping Tent,Sports,3,25.17,0.1,North America,Home Office
1925,2025-03-05,MacBook Air,Electronics,1,918.52,0.05,North America,Premium
1926,2025-03-05,Leather Jacket,Clothing,4,140.22,0.0,Europe,Corporate
1927,2025-03-05,Air Purifier,Home,3,286.8,0.2,APAC,Premium
1928,2025-03-05,LED Desk Lamp,Home,4,149.0,0.0,LATAM,Home Office
1929,2025-03-05,Leather Jacket,Clothing,1,123.11,0.0,LATAM,Corporate
1930,2025-03-05,Dumbbell Set,Sports,2,59.96,0.05,LATAM,Consumer
1931,2025-03-05,Sleeping Bag,Sports,4,81.62,0.0,APAC,Corporate
1932,2025-03-06,Running Shoes,Clothing,1,118.82,0.0,LATAM,Corporate
1933,2025-03-06,Running Shoes,Clothing,3,95.07,0.05,North America,Corporate
1934,2025-03-06,Running Shoes,Clothing,4,112.03,0.05,LATAM,Consumer
1935,2025-03-06,Tennis Racket,Sports,1,184.93,0.1,North America,Home Office
1936,2025-03-06,Ergonomic Chair,Home,3,215.16,0.0,LATAM,Corporate
1937,2025-03-06,Smartwatch Ultra,Electronics,4,1126.75,0.0,APAC,Home Office
1938,2025-03-06,Tennis Racket,Sports,4,110.44,0.05,North America,Consumer
1939,2025-03-06,iPhone 15,Electronics,4,306.0,0.1,Europe,Consumer
1940,2025-03-06,Air Purifier,Home,4,153.91,0.0,Europe,Home Office
1941,2025-03-06,Standing Desk,Home,1,273.8,0.2,LATAM,Consumer
1942,2025-03-06,Smartwatch Ultra,Electronics,3,833.83,0.1,Europe,Consumer
1943,2025-03-06,Running Shoes,Clothing,4,97.86,0.0,North America,Consumer
1944,2025-03-06,Bluetooth Speaker,Electronics,4,773.01,0.2,LATAM,Premium
1945,2025-03-06,Yoga Mat,Sports,4,141.67,0.0,Europe,Corporate
1946,2025-03-06,Running Shoes,Clothing,4,121.17,0.0,North America,Premium
1947,2025-03-06,Tennis Racket,Sports,2,57.32,0.0,Europe,Consumer
1948,2025-03-06,Coffee Maker,Home,2,255.6,0.15,APAC,Home Office
1949,2025-03-07,Camping Tent,Sports,2,41.98,0.2,LATAM,Consumer
1950,2025-03-07,Wool Sweater,Clothing,1,38.6,0.15,APAC,Premium
1951,2025-03-07,Running Shoes,Clothing,2,82.94,0.2,Europe,Consumer
1952,2025-03-07,Sleeping Bag,Sports,4,73.12,0.2,Europe,Consumer
1953,2025-03-07,Air Purifier,Home,3,203.61,0.0,APAC,Corporate
1954,2025-03-07,Bluetooth Speaker,Electronics,1,425.72,0.0,LATAM,Corporate
1955,2025-03-07,Wool Sweater,Clothing,4,75.9,0.15,North America,Home Office
1956,2025-03-07,Smartwatch Ultra,Electronics,2,394.86,0.0,LATAM,Consumer
1957,2025-03-07,iPad Pro,Electronics,2,1011.32,0.15,LATAM,Premium
1958,2025-03-07,Tennis Racket,Sports,4,23.39,0.0,North America,Home Office
1959,2025-03-07,Sleeping Bag,Sports,1,198.13,0.2,North America,Corporate
1960,2025-03-07,Running Shoes,Clothing,2,90.13,0.0,North America,Consumer
1961,2025-03-07,iPhone 15,Electronics,3,924.8,0.0,Europe,Corporate
1962,2025-03-07,Smartwatch Ultra,Electronics,1,468.43,0.15,Europe,Corporate
1963,2025-03-07,Camping Tent,Sports,1,193.97,0.0,APAC,Premium
1964,2025-03-07,Sleeping Bag,Sports,2,46.18,0.0,North America,Corporate
1965,2025-03-07,Yoga Mat,Sports,1,117.82,0.2,APAC,Consumer
1966,2025-03-07,LED Desk Lamp,Home,4,92.44,0.0,Europe,Consumer
1967,2025-03-07,Air Purifier,Home,4,255.72,0.0,APAC,Corporate
1968,2025-03-07,iPad Pro,Electronics,3,1015.95,0.15,APAC,Corporate
1969,2025-03-08,Yoga Mat,Sports,2,137.55,0.0,Europe,Home Office
1970,2025-03-08,Ergonomic Chair,Home,3,235.15,0.15,North America,Corporate
1971,2025-03-08,Sleeping Bag,Sports,3,95.57,0.0,APAC,Premium
1972,2025-03-08,Coffee Maker,Home,3,65.47,0.0,LATAM,Premium
1973,2025-03-08,Standing Desk,Home,1,291.11,0.0,Europe,Consumer
1974,2025-03-08,Tennis Racket,Sports,4,38.92,0.05,Europe,Premium
1975,2025-03-08,Bluetooth Speaker,Electronics,2,1160.79,0.05,Europe,Corporate
1976,2025-03-08,Tennis Racket,Sports,1,98.27,0.0,Europe,Home Office
1977,2025-03-08,Wool Sweater,Clothing,3,146.39,0.1,LATAM,Home Office
1978,2025-03-08,Tennis Racket,Sports,2,187.22,0.0,APAC,Premium
1979,2025-03-08,Denim Jeans,Clothing,4,89.11,0.1,APAC,Premium
1980,2025-03-08,Yoga Mat,Sports,1,181.41,0.1,LATAM,Consumer
1981,2025-03-08,Camping Tent,Sports,2,101.86,0.2,Europe,Premium
1982,2025-03-08,iPhone 15,Electronics,4,862.91,0.0,Europe,Corporate
1983,2025-03-08,Standing Desk,Home,3,119.85,0.0,LATAM,Corporate
1984,2025-03-09,Sleeping Bag,Sports,1,21.05,0.15,LATAM,Home Office
1985,2025-03-09,Coffee Maker,Home,1,308.64,0.0,North America,Corporate
1986,2025-03-09,Air Purifier,Home,4,272.98,0.2,North America,Premium
1987,2025-03-09,Cotton T-Shirt,Clothing,3,39.05,0.0,LATAM,Home Office
1988,2025-03-09,Denim Jeans,Clothing,1,123.71,0.0,North America,Home Office
1989,2025-03-09,Standing Desk,Home,1,208.8,0.05,APAC,Consumer
1990,2025-03-09,Coffee Maker,Home,3,332.1,0.0,LATAM,Consumer
1991,2025-03-09,iPad Pro,Electronics,3,383.38,0.05,LATAM,Home Office
1992,2025-03-09,MacBook Air,Electronics,4,635.9,0.0,Europe,Corporate
1993,2025-03-09,Yoga Mat,Sports,3,100.07,0.0,Europe,Consumer
1994,2025-03-09,iPhone 15,Electronics,3,849.35,0.0,APAC,Home Office
1995,2025-03-10,Ergonomic Chair,Home,1,249.84,0.15,APAC,Premium
1996,2025-03-10,Bluetooth Speaker,Electronics,4,1100.27,0.0,North America,Premium
1997,2025-03-10,Dumbbell Set,Sports,2,154.53,0.0,APAC,Consumer
